hue,value,chroma,srgb_r,srgb_g,srgb_b,cielab_l,cielab_a,cielab_b
5YR,8,6,0.979587249,0.744626768,0.569430915,81.41250303,16.14553117,30.97036361
5YR,8,7,1,0.735610683,0.526346885,81.23561047,18.3105056,36.56630205
5YR,8,8,1,0.726908049,0.482551851,80.55377935,18.47935724,41.43997314
5YR,8,9,1,0.719204185,0.442761314,79.9605889,18.6895309,45.83502103
5YR,8,10,1,0.711643006,0.402993946,79.38952227,18.96052323,50.16430041
5YR,8,11,1,0.703451407,0.356969377,78.77865452,19.29769652,55.07653815
5YR,8,12,1,0.695431884,0.304702835,78.18247524,19.63502409,60.47325828
5YR,8,13,1,0.68833279,0.247341699,77.65425764,19.92742283,66.01579065
5YR,8,14,1,0.681210279,0.178365164,77.13599652,20.28679413,71.7793571
5YR,8,15,1,0.673313075,0.067897436,76.58112097,20.79710014,77.98512742
5YR,8,16,1,0.666430479,0,76.15328753,21.56378312,79.73271945
5YR,8,17,1,0.66215264,0,75.90389301,22.13221979,79.56895389
5YR,8,18,1,0.65848969,0,75.69092576,22.61883343,79.429388
5YR,8,19,1,0.653482432,0,75.4006774,23.28382093,79.23959742
5YR,8,20,1,0.649053932,0,75.14483472,23.87170202,79.07271268
5YR,8,21,1,0.647145432,0,75.03482859,24.12497364,79.0010754
5YR,8,22,1,0.645529035,0,74.94177871,24.33943997,78.94053664
5YR,8,23,1,0.6418091,0,74.72805588,24.83285255,78.80168474
5YR,8,24,1,0.637154431,0,74.46146272,25.44991591,78.62887363
5YR,8,25,1,0.63349584,0,74.25257819,25.93464342,78.49377677
5YR,8,26,1,0.632081041,0,74.17195844,26.12201738,78.44170843
5YR,9,1,0.919012671,0.896065287,0.87648354,91.08863344,1.127051695,3.138201931
5YR,9,2,0.967547844,0.885408443,0.825404155,91.10570525,4.759444205,10.09574126
5YR,9,3,1,0.875824353,0.778893946,90.9555383,7.27092805,16.1666361
5YR,9,4,1,0.866949611,0.735879819,90.18203564,6.947532573,20.79479727
5YR,9,5,1,0.858477223,0.695250711,89.45765088,6.733423677,25.17506518
5YR,9,6,1,0.850148522,0.655590612,88.75816514,6.608144578,29.45496651
5YR,9,7,1,0.841732143,0.615604605,88.06316759,6.561686217,33.76950423
5YR,9,8,1,0.832968813,0.57519571,87.35664293,6.628520344,38.0996318
5YR,9,9,1,0.823834374,0.534521957,86.63821458,6.818953048,42.41157062
5YR,9,10,1,0.815342609,0.493552561,85.97107835,7.001247979,46.77094553
5YR,9,11,1,0.808319986,0.452274998,85.40673906,7.068328771,51.21262067
5YR,9,12,1,0.801697125,0.410346968,84.87822016,7.156238301,55.65731817
5YR,9,13,1,0.794361553,0.36663682,84.31448241,7.397000197,60.10572298
5YR,9,14,1,0.787008022,0.317706264,83.753298,7.663746973,64.88891829
5YR,9,15,1,0.780570138,0.258937648,83.25013322,7.818454296,70.28748447
5YR,9,16,1,0.774931685,0.190042835,82.80837556,7.946511587,75.76092996
5YR,9,17,1,0.769592515,0.105441799,82.40472299,8.163766574,80.66321509
5YR,9,18,1,0.763747781,0,82.00195296,8.656969313,83.66369739
5YR,9,19,1,0.757076625,0,81.59144474,9.537051739,83.38267667
5YR,9,20,1,0.751402664,0,81.24329776,10.28641934,83.14489851
5YR,9,21,1,0.748300772,0,81.05336525,10.6963975,83.0153951
5YR,9,22,1,0.746178533,0,80.92358137,10.97701405,82.92699253
5YR,9,23,1,0.743179945,0,80.74043339,11.37366713,82.8023651
5YR,9,24,1,0.739554502,0,80.51935929,11.85348043,82.65212541
5YR,9,25,1,0.735974263,0,80.30143427,12.32755617,82.50423732
5YR,9,26,1,0.732693449,0,80.10208182,12.76218591,82.36913891
5YR,10,1,1,1,0.972602329,99.82955821,-1.196780142,3.331045033
5YR,10,2,1,0.995010479,0.925900782,99.23707501,-2.525714447,8.575672725
5YR,10,3,1,0.986314383,0.880151258,98.42924501,-3.25306783,13.3957561
5YR,10,4,1,0.977447726,0.835249899,97.62741067,-3.838601392,18.12157473
5YR,10,5,1,0.968566875,0.791129737,96.84060235,-4.307022668,22.7696467
5YR,10,6,1,0.959932925,0.747773761,96.08489498,-4.694496067,27.35824057
5YR,10,7,1,0.951694333,0.705216353,95.36950871,-5.021362639,31.8875899
5YR,10,8,1,0.94345096,0.663472622,94.66855681,-5.239168275,36.31223323
5YR,10,9,1,0.934690808,0.622528387,93.94875271,-5.286435323,40.58223116
5YR,10,10,1,0.924998022,0.582373534,93.18292745,-5.113844353,44.65730365
7.5B,1,1,0.082798646,0.118053767,0.133235164,10.61970024,-2.862203246,-3.975640376
7.5B,1,2,0.047286149,0.121170981,0.158079402,10.60200621,-4.237273472,-8.718434868
7.5B,1,3,0,0.12426009,0.180945007,10.63760359,-5.336287785,-12.96210775
7.5B,1,4,0,0.127276762,0.202464748,11.26406595,-3.291544226,-15.94042727
7.5B,1,5,0,0.130221291,0.223272493,11.88882439,-1.30165531,-18.74119725
7.5B,1,6,0,0.133204547,0.244398396,12.53734521,0.724016873,-21.51479598
7.5B,1,7,0,0.136413625,0.267081695,13.24913907,2.89079885,-24.41742934
7.5B,1,8,0,0.139868953,0.291680768,14.03435879,5.226588543,-27.48761977
7.5B,1,9,0,0.143507705,0.318259024,14.89066929,7.737648714,-30.73025243
7.5B,1,10,0,0.147287916,0.347122449,15.82318753,10.45370416,-34.17954864
7.5B,2,1,0.16757308,0.199079483,0.213595529,20.53200193,-2.458134675,-3.503119571
7.5B,2,2,0.136551086,0.203221964,0.236749058,20.51854302,-4.368567533,-7.609962318
7.5B,2,3,0.095456343,0.20705613,0.259840593,20.50328592,-6.129254052,-11.68611144
7.5B,2,4,0.02283043,0.210672617,0.283156975,20.48597242,-7.76626551,-15.77836819
7.5B,2,5,0,0.214180464,0.306912114,20.98064113,-6.544176924,-19.07807373
7.5B,2,6,0,0.217751882,0.331275735,21.65233013,-4.429847943,-22.1533657
7.5B,2,7,0,0.22154539,0.356304996,22.36692576,-2.26574634,-25.23122972
7.5B,2,8,0,0.225478356,0.381793401,23.11330251,-0.070076653,-28.29273519
7.5B,2,9,0,0.229363045,0.407176718,23.86526389,2.118730128,-31.2860745
7.5B,2,10,0,0.232993368,0.430903976,24.57755491,4.156608571,-34.03292995
7.5B,2,11,0,0.236186814,0.451433455,25.20491302,5.900986145,-36.36467782
7.5B,2,12,0,0.239290022,0.470474466,25.80326961,7.483851166,-38.47906758
7.5B,2,13,0,0.242994266,0.491298372,26.48716306,9.147037896,-40.72056655
7.5B,2,14,0,0.248195562,0.517587249,27.39703459,11.13305728,-43.44151552
7.5B,3,1,0.254957022,0.289754966,0.303991169,30.75077121,-2.712881546,-3.386898906
7.5B,3,2,0.217432956,0.295125801,0.333309766,30.73528135,-5.04862482,-8.281248682
7.5B,3,3,0.173595961,0.299943733,0.359674021,30.71972848,-7.189239875,-12.66723218
7.5B,3,4,0.116735299,0.304252613,0.383928873,30.70398252,-9.123606713,-16.68527928
7.5B,3,5,0.007787532,0.308156796,0.406961977,30.68769331,-10.8737798,-20.48358294
7.5B,3,6,0,0.311875044,0.430130321,31.27013452,-9.230881341,-23.30300806
7.5B,3,7,0,0.315657635,0.454573255,31.91432488,-7.278887308,-26.20011434
7.5B,3,8,0,0.319489251,0.479314525,32.57578097,-5.290991254,-29.08833021
7.5B,3,9,0,0.323247448,0.503021922,33.22492605,-3.393215165,-31.80436503
7.5B,3,10,0,0.326972484,0.526496745,33.87522498,-1.511840867,-34.45609316
7.5B,3,11,0,0.330804339,0.551002816,34.55669226,0.461258681,-37.19357031
7.5B,3,12,0,0.334847222,0.576237467,35.27347043,2.473402221,-39.96081184
7.5B,3,13,0,0.339107012,0.601289906,36.01107382,4.423462102,-42.6394807
7.5B,3,14,0,0.343305172,0.625217475,36.7309126,6.256110924,-45.14878617
7.5B,3,15,0,0.347026625,0.646889434,37.38061284,7.921592828,-47.40516254
7.5B,3,16,0,0.349818795,0.664887995,37.90025981,9.348724166,-49.29711696
7.5B,4,1,0.356959715,0.386020604,0.399579572,41.20824946,-2.109676726,-2.954098019
7.5B,4,2,0.318283654,0.392669827,0.427105203,41.19547132,-4.995755813,-7.339963709
7.5B,4,3,0.278138269,0.39818771,0.45253937,41.18239855,-7.410961576,-11.37824839
7.5B,4,4,0.234517788,0.402816112,0.47663015,41.16885013,-9.420312544,-15.1886799
7.5B,4,5,0.182154102,0.406875946,0.500177046,41.15451647,-11.15092218,-18.89911643
7.5B,4,6,0.099282462,0.410929033,0.524457473,41.13869719,-12.87753343,-22.71205887
7.5B,4,7,0,0.415444951,0.550349135,41.47259193,-12.90957291,-26.1894323
7.5B,4,8,0,0.419928234,0.576248269,42.15275901,-11.02872331,-29.07906328
7.5B,4,9,0,0.423759592,0.60036166,42.76461248,-9.214351852,-31.78090438
7.5B,4,10,0,0.427412367,0.623702248,43.35840946,-7.441072906,-34.37390166
7.5B,4,11,0,0.431544136,0.647804372,44.0061501,-5.659230273,-36.97676804
7.5B,4,12,0,0.435907237,0.672670416,44.68784338,-3.833271037,-39.61956716
7.5B,4,13,0,0.440147962,0.69801615,45.37196108,-1.938769574,-42.30853267
7.5B,4,14,0,0.444716345,0.724152962,46.09811508,-0.01658939,-45.02601798
7.5B,4,15,0,0.450082197,0.751134588,46.90253237,1.861774823,-47.72038939
7.5B,4,16,0,0.455585385,0.777141051,47.70666006,3.614348237,-50.24902174
7.5B,4,17,0,0.460135594,0.799561627,48.38783322,5.150871202,-52.43109095
7.5B,4,18,0,0.462702781,0.815753189,48.82791392,6.371699547,-54.08040579
7.5B,5,1,0.454150426,0.487852895,0.501297617,51.56850509,-2.478318002,-2.973973421
7.5B,5,2,0.419636135,0.494077391,0.525848717,51.55790447,-5.084415124,-6.730276476
7.5B,5,3,0.382505555,0.499770638,0.550258822,51.54648682,-7.492210654,-10.45526394
7.5B,5,4,0.341377239,0.505027124,0.574644195,51.53420621,-9.726776148,-14.16613347
7.5B,5,5,0.293779906,0.509946754,0.59911831,51.52100777,-11.82166397,-17.87975512
7.5B,5,6,0.234195007,0.514663601,0.623859927,51.50679212,-13.83328482,-21.62295614
7.5B,5,7,0.14630096,0.519287867,0.648949469,51.49149734,-15.81353148,-25.4074735
7.5B,5,8,0,0.523760208,0.674006521,51.65841673,-16.70844605,-28.87651419
7.5B,5,9,0,0.528020849,0.698779861,52.27466783,-14.99128336,-31.55339331
7.5B,5,10,0,0.53228269,0.724236093,52.90424321,-13.19837106,-34.29140611
7.5B,5,11,0,0.53678968,0.751210207,53.57659739,-11.28655989,-37.16441361
7.5B,5,12,0,0.541412755,0.778207751,54.26404128,-9.381029864,-39.9966857
7.5B,5,13,0,0.545937035,0.803663232,54.92984908,-7.603305995,-42.62085967
7.5B,5,14,0,0.550518607,0.829304585,55.60685628,-5.813024034,-45.23621034
7.5B,5,15,0,0.555388748,0.857185257,56.33948224,-3.847946865,-48.06542572
7.5B,5,16,0,0.560302783,0.885807261,57.09039779,-1.817420113,-50.95046447
7.5B,5,17,0,0.56488369,0.91287151,57.80029888,0.111406811,-53.65931174
7.5B,5,18,0,0.569149419,0.938036177,58.4648096,1.901834203,-56.15439159
7.5B,5,19,0,0.573233753,0.961423748,59.09434828,3.544975192,-58.44012448
7.5B,5,20,0,0.577184409,0.982674855,59.68610749,4.998682156,-60.47392204
7.5B,6,1,0.552362508,0.591040176,0.604724689,61.67240989,-2.842358505,-3.064813988
7.5B,6,2,0.522431782,0.596651587,0.625666489,61.66390037,-5.12605672,-6.162270751
7.5B,6,3,0.487589204,0.602425985,0.648833172,61.65386144,-7.497822887,-9.581677299
7.5B,6,4,0.44700373,0.608274295,0.673640482,61.64241947,-9.925446078,-13.23540372
7.5B,6,5,0.399532292,0.614069662,0.699499216,61.62973707,-12.35478153,-17.03501924
7.5B,6,6,0.343826809,0.619591787,0.725738185,61.61605242,-14.67929163,-20.88014382
7.5B,6,7,0.276815623,0.624645799,0.751727122,61.60165559,-16.79643423,-24.67745121
7.5B,6,8,0.185149761,0.629337574,0.777147982,61.58679421,-18.75692639,-28.38151039
7.5B,6,9,0,0.633868251,0.802025242,61.66009433,-20.1649943,-31.85290363
7.5B,6,10,0,0.638516763,0.827654911,62.29098851,-18.4900986,-34.51079754
7.5B,6,11,0,0.643506766,0.855169881,62.97311921,-16.68045967,-37.33941029
7.5B,6,12,0,0.648547382,0.883234291,63.67016861,-14.81774059,-40.20422132
7.5B,6,13,0,0.65331064,0.910421554,64.34114053,-12.98849061,-42.96886548
7.5B,6,14,0,0.658183002,0.938263663,65.03257865,-11.10776789,-45.77590036
7.5B,6,15,0,0.663622417,0.968424714,65.7986759,-9.087676758,-48.77017034
7.5B,6,16,0,0.669227345,0.999052288,66.58766233,-7.044229239,-51.77263596
7.5B,6,17,0,0.674399626,1,66.97755392,-7.694748581,-51.28729222
7.5B,6,18,0,0.679140099,1,67.32433264,-8.369067441,-50.73934137
7.5B,6,19,0,0.683641744,1,67.65386978,-9.007088917,-50.21899695
7.5B,6,20,0,0.688056072,1,67.97722338,-9.630532742,-49.70876101
7.5B,6,21,0,0.692543914,1,68.30616552,-10.26212229,-49.19005776
7.5B,6,22,0,0.697314081,1,68.65601692,-10.93097024,-48.63877271
7.5B,7,1,0.665834032,0.692411358,0.703004741,71.590013,-1.862152109,-2.211553132
7.5B,7,2,0.626036729,0.70049167,0.728474595,71.58048163,-5.102130201,-5.877767769
7.5B,7,3,0.585641227,0.707726874,0.753071194,71.57062606,-8.052399949,-9.409956037
7.5B,7,4,0.543785891,0.714268116,0.777292796,71.56027197,-10.74820699,-12.87956836
7.5B,7,5,0.49906937,0.720277215,0.801656105,71.5491994,-13.23671853,-16.36050432
7.5B,7,6,0.44900442,0.72594008,0.826806405,71.53708202,-15.58118483,-19.94454846
7.5B,7,7,0.389287484,0.731447079,0.853285767,71.52359783,-17.85559305,-23.7083245
7.5B,7,8,0.312154277,0.736932247,0.881017731,71.50872907,-20.12432313,-27.64048719
7.5B,7,9,0.193564598,0.742494511,0.909781207,71.49254169,-22.44244805,-31.70907068
7.5B,7,10,0,0.748163056,0.93945933,71.75898982,-23.21306166,-35.43367447
7.5B,7,11,0,0.753911811,0.969750726,72.49979854,-21.33009367,-38.4548896
7.5B,7,12,0,0.759553501,0.99947484,73.23149071,-19.4710058,-41.39442673
7.5B,7,13,0,0.764889399,1,73.63094191,-20.13300974,-40.84354987
7.5B,7,14,0,0.770018507,1,74.0096373,-20.81082254,-40.25359511
7.5B,7,15,0,0.775197506,1,74.39212686,-21.49231437,-39.65822799
7.5B,7,16,0,0.780887543,1,74.81247716,-22.23768943,-39.00450773
7.5B,7,17,0,0.787390816,1,75.29304419,-23.08530237,-38.25788494
7.5B,7,18,0,0.793869478,1,75.77192574,-23.92517631,-37.51467414
7.5B,7,19,0,0.799063448,1,76.15593322,-24.59525657,-36.9192791
7.5B,7,20,0,0.801761237,1,76.35541743,-24.94216505,-36.61018531
7.5B,8,1,0.779314022,0.795041526,0.803847538,81.34214794,-0.963865646,-1.601468084
7.5B,8,2,0.733654223,0.804881833,0.830931243,81.33273959,-4.838261252,-5.40854425
7.5B,8,3,0.688361182,0.813442827,0.857400185,81.32278468,-8.263151039,-9.117363024
7.5B,8,4,0.642332385,0.821007441,0.8837909,81.31211187,-11.31521143,-12.80386555
7.5B,8,5,0.593589969,0.827909336,0.910676314,81.30050928,-14.10999304,-16.54894824
7.5B,8,6,0.537639616,0.834697159,0.938844397,81.28766952,-16.88006243,-20.46381399
7.5B,8,7,0.468124547,0.841746493,0.968864849,81.27329309,-19.79785843,-24.62758945
7.5B,8,8,0.382203014,0.84840488,1,81.25527652,-22.5580154,-28.93703245
7.5B,8,9,0.270337292,0.854098921,1,80.9398893,-27.35952666,-29.48373712
7.5B,8,10,0,0.859858657,1,80.654106,-32.22828696,-29.9834213
7.5B,8,11,0,0.866719263,1,81.161862,-33.06594445,-29.20499728
7.5B,8,12,0,0.873650566,1,81.67483435,-33.90748704,-28.41951273
7.5B,8,13,0,0.879377795,1,82.09867508,-34.59926926,-27.7712222
7.5B,8,14,0,0.884507447,1,82.47827111,-35.21614771,-27.19115483
7.5B,8,15,0,0.890191508,1,82.89886464,-35.89671322,-26.54904463
7.5B,8,16,0,0.897343326,1,83.4280131,-36.74859284,-25.74211339
7.5B,9,1,0.886361814,0.903294596,0.901867756,91.08008062,-1.51592442,-0.33420157
7.5B,9,2,0.838599017,0.912773208,0.938569529,91.06679103,-5.004075309,-5.344827214
7.5B,9,3,0.786155574,0.922566309,0.971352541,91.05459383,-8.780768719,-9.825142787
7.5B,9,4,0.729031032,0.932336815,1,91.03477004,-12.76784387,-13.75764838
7.5B,9,5,0.667137855,0.941740212,1,90.81255517,-18.3377897,-14.17928475
7.5B,9,6,0.600596796,0.950330673,1,90.58551124,-23.77621569,-14.60379493
7.5B,9,7,0.528637298,0.957836757,1,90.34385055,-28.96829084,-15.04468639
7.5B,9,8,0.446066749,0.964664391,1,90.09476849,-34.05250595,-15.49319247
7.5B,9,9,0.340135211,0.971315193,1,89.84900154,-39.22438232,-15.93569072
7.5B,9,10,0.15507164,0.978100064,1,89.60479134,-44.67981516,-16.37727317
7.5B,9,11,0,0.985312594,1,89.92802674,-46.84153752,-15.9133007
7.5B,9,12,0,0.99329842,1,90.51698685,-47.72416527,-15.03043317
7.5B,10,1,1,1,1,100,0,0
7.5B,10,2,0.946701387,1,1,99.0195106,-4.449679395,-1.550001747
7.5B,10,3,0.881224146,1,1,97.89066431,-9.775210034,-3.337234533
7.5B,10,4,0.815733811,1,1,96.84722688,-14.9085036,-4.9918026
7.5B,10,5,0.751125291,1,1,95.9036007,-19.74171434,-6.490205223
7.5B,10,6,0.688755216,1,1,95.07471987,-24.15028552,-7.808041756
7.5BG,1,1,0.088660845,0.118340299,0.119192728,10.62906403,-3.386421595,-1.304661729
7.5BG,1,2,0.042249965,0.125135035,0.132179293,10.62322671,-7.819187546,-3.841040489
7.5BG,1,3,0,0.131529188,0.144968941,10.90384914,-10.69854894,-5.861396927
7.5BG,1,4,0,0.137630858,0.157764738,11.67818199,-10.30142908,-7.062548275
7.5BG,1,5,0,0.143532958,0.170746388,12.43179957,-9.846950647,-8.305093553
7.5BG,1,6,0,0.149319888,0.184086074,13.17605168,-9.330145582,-9.6036444
7.5BG,1,7,0,0.155072928,0.197960903,13.92187289,-8.744898666,-10.97303912
7.5BG,1,8,0,0.160875243,0.212564622,14.68046877,-8.083576021,-12.42942116
7.5BG,2,1,0.175453061,0.19870077,0.198856068,20.54047583,-2.547421435,-0.904035493
7.5BG,2,2,0.131986328,0.207109954,0.211509361,20.53612483,-7.396464755,-3.20834475
7.5BG,2,3,0.07615274,0.214119083,0.222773599,20.53176113,-11.85718742,-5.249084047
7.5BG,2,4,0,0.220128944,0.233141897,20.64401265,-15.27482023,-6.930455155
7.5BG,2,5,0,0.225538428,0.243085897,21.26358111,-15.09356368,-7.708478917
7.5BG,2,6,0,0.230892914,0.253252828,21.87851535,-14.88067232,-8.521713374
7.5BG,2,7,0,0.236572306,0.264035981,22.52894193,-14.6535192,-9.375978819
7.5BG,2,8,0,0.242114887,0.274709989,23.1635452,-14.41564437,-10.22487281
7.5BG,2,9,0,0.246985801,0.284453604,23.72382248,-14.16928842,-11.01972453
7.5BG,2,10,0,0.251312498,0.293158887,24.22102174,-13.94472737,-11.72796569
7.5BG,2,11,0,0.255325932,0.300960055,24.67827797,-13.76369294,-12.33919117
7.5BG,2,12,0,0.259036554,0.30837507,25.10253922,-13.57560906,-12.93125862
7.5BG,2,13,0,0.262467661,0.315902329,25.50186456,-13.33335386,-13.57582531
7.5BG,2,14,0,0.265792485,0.32339239,25.89061171,-13.07826404,-14.22600388
7.5BG,2,15,0,0.269192919,0.330517436,26.28152404,-12.87167552,-14.80794118
7.5BG,2,16,0,0.27280643,0.337045058,26.68410599,-12.75875227,-15.26905632
7.5BG,3,1,0.259341685,0.290156152,0.289971361,30.75849055,-3.200177799,-1.068878583
7.5BG,3,2,0.208931666,0.300331917,0.303750706,30.75443312,-8.709355777,-3.43806042
7.5BG,3,3,0.148972996,0.308929984,0.316064811,30.75040098,-13.79626925,-5.54566396
7.5BG,3,4,0.056334171,0.316315451,0.327286883,30.74635944,-18.5269436,-7.457904859
7.5BG,3,5,0,0.322805643,0.337723132,31.19841309,-19.95799148,-8.496083337
7.5BG,3,6,0,0.32869384,0.347625108,31.82230849,-19.85913759,-9.15840241
7.5BG,3,7,0,0.334247258,0.357225613,32.41180276,-19.74114558,-9.817098267
7.5BG,3,8,0,0.339692032,0.36679725,32.98998644,-19.6101413,-10.48184421
7.5BG,3,9,0,0.345146646,0.376455657,33.56860863,-19.47187609,-11.15357866
7.5BG,3,10,0,0.350325199,0.385663902,34.11715178,-19.33653723,-11.79294593
7.5BG,3,11,0,0.354938006,0.393951804,34.60567123,-19.20765764,-12.37158444
7.5BG,3,12,0,0.359151345,0.401786903,35.05379084,-19.06491758,-12.93544998
7.5BG,3,13,0,0.363202676,0.409674857,35.48762389,-18.89421684,-13.52565515
7.5BG,3,14,0,0.367081779,0.417289145,35.90308325,-18.72465272,-14.09689514
7.5BG,3,15,0,0.370719986,0.424241276,36.2902962,-18.58315102,-14.60340817
7.5BG,3,16,0,0.374144131,0.430820665,36.65464698,-18.44639988,-15.08334793
7.5BG,3,17,0,0.377408239,0.437408199,37.00485169,-18.2861426,-15.5837011
7.5BG,3,18,0,0.380518037,0.443999091,37.34146319,-18.1035474,-16.10295145
7.5BG,3,19,0,0.383464598,0.450505102,37.66288894,-17.90560483,-16.62980839
7.5BG,3,20,0,0.386248756,0.456915288,37.96917394,-17.693405,-17.16265459
7.5BG,4,1,0.344558073,0.390433122,0.389611942,41.21469284,-4.544132349,-1.421448673
7.5BG,4,2,0.300200169,0.399806055,0.399989301,41.21237429,-9.391570825,-3.133019277
7.5BG,4,3,0.248421031,0.408508815,0.410538491,41.20965763,-14.19332879,-4.863093882
7.5BG,4,4,0.182250522,0.416655875,0.421228883,41.20657123,-18.98082462,-6.607707463
7.5BG,4,5,0.070023713,0.424343454,0.432025026,41.20314633,-23.78796231,-8.362017463
7.5BG,4,6,0,0.431661645,0.442873575,41.72336361,-25.13428535,-9.27778978
7.5BG,4,7,0,0.43867476,0.453733059,42.42083116,-25.1053657,-9.90183767
7.5BG,4,8,0,0.445386825,0.464639799,43.09133105,-25.03268038,-10.56723188
7.5BG,4,9,0,0.451790283,0.475573741,43.73436622,-24.91682644,-11.27188144
7.5BG,4,10,0,0.457873845,0.48619606,44.34618936,-24.78569801,-11.97003461
7.5BG,4,11,0,0.463609548,0.496182001,44.92168739,-24.66404829,-12.62070836
7.5BG,4,12,0,0.468978384,0.505629443,45.46036621,-24.54097991,-13.24052694
7.5BG,4,13,0,0.473965282,0.514663227,45.96234035,-24.40363235,-13.84905952
7.5BG,4,14,0,0.478523453,0.523068612,46.42190715,-24.26472277,-14.42316932
7.5BG,4,15,0,0.482644762,0.530659916,46.83683083,-24.13959281,-14.93906193
7.5BG,4,16,0,0.486547518,0.537745021,47.22831423,-24.03002138,-15.41174031
7.5BG,4,17,0,0.490404744,0.544635806,47.61372568,-23.93142601,-15.86215848
7.5BG,4,18,0,0.493956122,0.55116056,47.96991099,-23.82459174,-16.29999778
7.5BG,4,19,0,0.496961021,0.557120694,48.27522765,-23.69519782,-16.7288473
7.5BG,4,20,0,0.499695382,0.562675664,48.55412686,-23.56565345,-17.1358062
7.5BG,4,21,0,0.502463649,0.567992325,48.83332519,-23.46160968,-17.50536603
7.5BG,4,22,0,0.505164878,0.572934486,49.10317666,-23.38182725,-17.83205081
7.5BG,4,23,0,0.50761542,0.577306296,49.34671586,-23.31933704,-18.11277623
7.5BG,4,24,0,0.509711648,0.580971524,49.55417577,-23.2724864,-18.34247724
7.5BG,5,1,0.439098497,0.492978083,0.491485462,51.57479419,-5.154976506,-1.533167778
7.5BG,5,2,0.396758542,0.502339183,0.500262412,51.57336949,-9.78464373,-2.933987267
7.5BG,5,3,0.349617537,0.51116003,0.508990929,51.57177192,-14.38877027,-4.321486727
7.5BG,5,4,0.294669016,0.519534783,0.517826675,51.56994211,-18.99469167,-5.719848051
7.5BG,5,5,0.224976645,0.527560273,0.526952814,51.56780309,-23.63990297,-7.157317445
7.5BG,5,6,0.113143339,0.535360642,0.536678775,51.5652132,-28.38725943,-8.681200639
7.5BG,5,7,0,0.543033251,0.54718029,51.98742127,-30.43348389,-9.637109509
7.5BG,5,8,0,0.550519781,0.557986883,52.69493468,-30.46995104,-10.17513887
7.5BG,5,9,0,0.557756884,0.568662279,53.37925928,-30.48602412,-10.72341004
7.5BG,5,10,0,0.564886043,0.579526955,54.05488063,-30.47280317,-11.30759577
7.5BG,5,11,0,0.571932676,0.590721656,54.72519546,-30.42175205,-11.943136
7.5BG,5,12,0,0.57820657,0.600931803,55.3229778,-30.35582616,-12.53873039
7.5BG,5,13,0,0.58318818,0.609132825,55.79771309,-30.29542557,-13.02225096
7.5BG,5,14,0,0.587847734,0.616874431,56.24179649,-30.23284101,-13.48236128
7.5BG,5,15,0,0.593203001,0.625783425,56.75160946,-30.15969466,-14.01082335
7.5BG,5,16,0,0.59890256,0.635279379,57.29353377,-30.08037967,-14.57296466
7.5BG,5,17,0,0.604348503,0.644429342,57.81126211,-29.99796908,-15.11810748
7.5BG,5,18,0,0.609370968,0.653071995,58.28988892,-29.90473561,-15.64588009
7.5BG,5,19,0,0.613927328,0.661195911,58.72608818,-29.79631044,-16.16022752
7.5BG,5,20,0,0.618040559,0.668609177,59.12016571,-29.69159253,-16.63352305
7.5BG,5,21,0,0.621730764,0.675186454,59.47273495,-29.60363798,-17.04736515
7.5BG,5,22,0,0.624972529,0.681287927,59.78510177,-29.4991725,-17.45221447
7.5BG,5,23,0,0.627763626,0.687228035,60.06004183,-29.35150646,-17.88943132
7.5BG,5,24,0,0.630196237,0.692598951,60.30131932,-29.20633289,-18.29488543
7.5BG,5,25,0,0.632370005,0.696828525,60.51169675,-29.12434282,-18.58254763
7.5BG,5,26,0,0.634358503,0.69947916,60.6930224,-29.15174908,-18.68725227
7.5BG,6,1,0.546045484,0.594177724,0.591869315,61.67929913,-4.525672285,-1.213874574
7.5BG,6,2,0.495166597,0.606028578,0.601185026,61.67841728,-10.14090324,-2.665597821
7.5BG,6,3,0.44275315,0.616379694,0.610403876,61.6771307,-15.31359165,-4.089870687
7.5BG,6,4,0.38665269,0.625605642,0.619553968,61.67551396,-20.15213745,-5.493744269
7.5BG,6,5,0.322926546,0.634040198,0.628629842,61.67365594,-24.78086968,-6.879105364
7.5BG,6,6,0.242145906,0.642030432,0.637529197,61.67170752,-29.36816329,-8.233895183
7.5BG,6,7,0.104652719,0.649831444,0.646222043,61.66976405,-34.0588439,-9.555838189
7.5BG,6,8,0,0.657422092,0.655096006,62.14709852,-35.58113249,-10.13384253
7.5BG,6,9,0,0.664761349,0.664480704,62.8070533,-35.71145737,-10.48790855
7.5BG,6,10,0,0.671905927,0.674049001,63.45171049,-35.80405353,-10.88766624
7.5BG,6,11,0,0.678862516,0.683355066,64.0781445,-35.89480712,-11.27404063
7.5BG,6,12,0,0.685423964,0.692145115,64.66804472,-35.97921745,-11.63877169
7.5BG,6,13,0,0.691454328,0.700373705,65.21051831,-36.0448204,-11.99228859
7.5BG,6,14,0,0.69728526,0.708605012,65.73647673,-36.08645432,-12.36856147
7.5BG,6,15,0,0.703218849,0.717307462,66.27355203,-36.10294442,-12.79231717
7.5BG,6,16,0,0.708973177,0.725999063,66.79570965,-36.09887213,-13.23438584
7.5BG,6,17,0,0.714273636,0.734208613,67.2777107,-36.07887819,-13.66646528
7.5BG,6,18,0,0.719472067,0.742424944,67.7512063,-36.04606292,-14.11009758
